id,type,text1,text2,text3,notes
station_valcabastion,CUSTOM,"A substantial military outpost, designed mainly to contain the restive populations of Valca and Turan, as well as ensure the volatile supply to Pariya's new fuel facility.",,"The garrison here is well-paid, but has relatively few options for off-shift activities; predictably, there's a thriving culture of heavy binge-drinking and petty violence in addition to the usual run of officially-sanctioned leisure.",
station_meetpoint,CUSTOM,"An obsolete and somewhat decrepit starport, repurposed as the headquarters of the local free-mercantile association.",,"While Magellan space could hardly be called a commercial paradise, what trade in the local volume of space that can be called independent is headquartered here - a ramshackle, swapmeet-freeport where every ship's deck is a law unto itself and no sensible spacer gets between two crews with a grudge. Captains who dock here are notorious for accepting little to no restraint on their trade, their movements, and their much-touted customary rights to refuse inspection, declaration, or taxation on their cargoes. Many are little better than pirates, given half an opportunity and a halfway-plausible letter of marque or 'militia' licensure, and much of the trade that goes through here is as much about goods fenced as goods exchanged.",
planet_driftersrest,CUSTOM,"Desolate and unremarkable, the local pirates and criminal gangs have established a small swapmeet port on this otherwise useless world.",,"Almost nothing about this planetesimal is in any way remarkable; it's purely interesting due to the dug-in pirate base that sits under thick layers of compacted regolith and metalloceramic armor. In spite, rather than because, of this excessive dedication to protection, the locals are more paranoid that usual; fears of a strike on unprotected domes by the Fleet or a local militia are supplanted or augmented by fears of internal power struggles to control a desirable base of operations.",
planet_spera,CUSTOM,"A desolate, frozen rock with little to offer, Spera was a Fleet-run penal colony reserved for the most dangerous political criminals. When Port Obilo mutinied, the Spera prison camp fell into revolt, and the surface facility was abandoned.",,"The base here was mainly constructed of pressurized fabric anti-rad domes, supported by flexible aluminum girders; little of either survived the revolt. A few twisted scraps of metal and desiccated plasticloth are all that remain near the sputtering landing beacon.",
dcp_magellan_fleet_sporeship,CUSTOM,"An abandoned sporeship hulk, very likely one of the original Fleet that carried the Magellan people to this system. It's been taken over as an ad-hoc headquarters by the Blackcollar Regiment.",,"The bones of this hulk have been picked clean by the Fleet's penal salvage crews several times over, and yet, the ruined craft remains a vast and impressive edifice, majestic with age and use in a way that few human objects can match - a fitting headquarters for the most feared soldiers in Magellan space. A great deal of the volume is sealed off from access by outsiders, but this small and functional concourse has a reception area for any traders or supply-ship captains who may need to cool their heels before heading back out.",
dcp_magellan_levellerbase,CUSTOM,"A ramshackle, makeshift space station, displaying no signs of recent occupation. Massive damage is evident all over the structure.",,"In the aftermath of the first, disastrous Leveller Uprising on Jeshad, a bare handful of intrepid souls managed to flee the Khamn system and eke out a living in the asteroid belts here. The colony ultimately proved nonviable, but before it could fail completely, a punitive expedition arrived from Khamn. There were no survivors, and the station has remained silent ever since.",
planet_calicheman,CUSTOM,"A dusty world of cattle ranching and extreme corruption, Calicheman is an anarchic freeport more or less by accident. Few ships touch down here with legitimate business, but all are welcome.",,"Too poor and too marginal to justify the returns, Calicheman has never been worth bringing under any kind of central control; neither the Magellan Protectorate nor any organized independent government or corporation can profitably control the planet, and so far none have been unwise enough to try. This suits the prickly locals just fine; few enough of them care about the wider galaxy unless it has something to trade for hides and jerky.",
dcp_station_junkyardstarport,CUSTOM,"Part scrapyard, part fortress, this half-destroyed hulk was formerly a mining base in the inner system, but has been refitted as a de facto headquarters for several of the local salvage organizations and crime syndicates.",,"Already marginal when the easy pickings of the local belt were exhausted, this once-promising mining facility in the inner system fell to a revolt and was swiftly abandoned to its fate by a Fleet that had no need of the meager trickle of resources it was by then bringing in. In a brief fit of high-minded moralism, it was renamed Ghammol Station after an outback town razed by the Blackcollars during the first Leveller Uprising.",
station_obilotbase,CUSTOM,"Once an outer system early-warning post, Port Obilo fell to mutiny during a series of upheavals on Jeshad, coordinated with a general rebellion in the Fleet's patrol forces. Now, it's the locus of most illegal activity in the system; whatever your darkest desire, it can be found here.",,"Every society has an underbelly, and Magellan society has more than most; Port Obilo's ramshackle concourses house everything from the most incorrigible career criminals to naive Leveller revolutionaries. All the inhabitants really have in common is their inability to make lives for themselves on either Annore or Jeshad, and fights are common, but they're in agreement on one point; the station batteries and minefields that keep the Fleet at bay must be maintained, whatever the cost.",
magellan_protectorate,FACTION,"A militaristic, closed society, founded before the recorded settlement of the Persean Sector by an STL fleet of refugees from a rebellion against the Domain of Man. Harried by Domain drone weaponry and trapped in their aging early-model sporeships, the Fleet that would become the Magellan Protectorate developed a rigid and brutal caste system that persists to the present, as well as a rough-edged, and inward-turned, culture.

Deeply suspicious of outsiders and equipped with a unique technological heritage based on long-obsolescent Domain hardware, the Magellan Protectorate has held its own against the rest of the Sector's inhabitants... so far.",,,
magellan_theherd,FACTION,"Lusty, violent, and above all radioactive; the pirate gang known as The Herd hails from the marginal steppe world of Calicheman, and has plagued Magellan space since regular commercial travel between the systems of the cluster became practical. While unpredictable and terrifying to civilian traders, their ramshackle and poorly-maintained vessels are no match for the mighty battle-line of the Magellan Fleet.",,,
magellan_leveller,FACTION,"A radical egalitarian movement within Magellan society, the Levellers are a small but vocal minority party, often banned outright under more repressive High Protectors, with an energetic armed wing; ever-ready to strike against the forces of the state - often with little to no regard for innocent bystanders. No act is too extreme in pursuit of their ideal society, and nothing less than complete abolition of social class and unequal treatment before the law will satisfy the Levellers.",,,
,,,,,
